⺮	ju<
支離破碎	j li pue sui
支點	j diam
攰	cui>
攲	ki/
攳	hyn<
攴	puh/
攵	pu/
收	xeu/
收下	xeu hia
收之桑榆	xeu j sag y
收件人	xeu cian rn
收件匣	xeu cian hiah
收件箱	xeu cian siag
收伏	xeu fu
收假	xeu cia
收入	xeu ruh
收兵	xeu big
收冬	xeu dug
收列	xeu lie
收到	xeu dau
收割	xeu ceh
收割者	xeu ceh je
收匯	xeu hui
收取	xeu tsy
收受	xeu xeu
收口	xeu keu
收回	xeu hui
收地	xeu di
收報	xeu bau
收報人	xeu bau rn
收報員	xeu bau yan
收報室	xeu bau xh
收報機	xeu bau ci
收場	xeu txag
收妥	xeu tue
收存	xeu tsun
收存箱	xeu tsun siag
收官	xeu cuan
收容	xeu rug
收容人	xeu rug rn
收容所	xeu rug sue
收容教育	xeu rug ciau yh
收尾	xeu ui
收尾音	xeu ui im
收山	xeu xan
收山之作	xeu xan j zue
收工	xeu cug
收市	xeu x
收廢站	xeu fei jam
收復	xeu fu
收復失地	xeu fu xh di
收心	xeu sim
收悉	xeu sih
收成	xeu txg
收房	xeu fag
收手	xeu xeu
收押	xeu iah
收拾	xeu xh
收拾殘局	xeu xh tsan cyh
收據	xeu cy
收攏	xeu lug
收攏人心	xeu lug rn sim
收攬	xeu lam
收支	xeu j
收支平衡點	xeu j pig hg diam
收支相抵	xeu j siag di
收效	xeu hiau
收斂	xeu liam
收斂序列	xeu liam sy lie
收斂性	xeu liam sig
收斂級數	xeu liam cih xu
收斂鋒芒	xeu liam fg mag
收方	xeu fag
收旗卷傘	xeu ki cyan san
收服	xeu fuh
收束	xeu xuh
收條	xeu tiau
收款	xeu kuan
收款臺	xeu kuan tai
收殘綴軼	xeu tsan jui ih
收獲	xeu hueh
收生婆	xeu xg pue
收留	xeu liu
收留所	xeu liu sue
收發	xeu fah
收發室	xeu fah xh
收益	xeu ih
收益帳戶	xeu ih jag hu
收益率	xeu ih ly
收監	xeu ciam
收盤	xeu pan
收盤價	xeu pan cia
收看	xeu kan
收票員	xeu piau yan
收禮	xeu li
收租	xeu zu
收稅	xeu xui
收穫	xeu hueh
收穫節	xeu hueh zieh
收納	xeu nah
收緊	xeu cin
收線	xeu sian
收編	xeu bian
收縮	xeu sueh
收縮壓	xeu sueh iah
收繳	xeu ciau
收羅	xeu lue
收聲	xeu xg
收聽	xeu tig
收腹	xeu fuh
收藏	xeu tsag
收藏夾	xeu tsag ciah
收藏家	xeu tsag cia
收視	xeu x
收視率	xeu x ly
收訊	xeu syn
收訖	xeu kih
收詞	xeu ts
收貨人	xeu hue rn
收買	xeu mai
收費	xeu fei
收費站	xeu fei jam
收購	xeu ceu
收購要約	xeu ceu iau ye
收銀	xeu gin
收銀台	xeu gin tai
收銀員	xeu gin yan
收銀機	xeu gin ci
收錄	xeu lu
收錄機	xeu lu ci
收集	xeu zih
收音	xeu im
收音機	xeu im ci
收養	xeu iag
攷	iau/
攷	kau\
攸	cug/
攸	iu/
攸縣	iu hian
攸關	iu cuan
改	cai\
改	nai>
改信	cai sin
改元	cai gyan
改刀	cai dau
改判	cai pan
改制	cai j
改則	cai zeh
改則縣	cai zeh hian
改動	cai dug
改口	cai keu
改口費	cai keu fei
改名	cai mig
改善	cai xan
改善通訊	cai xan tug syn
改善關係	cai xan cuan hi
改嘴	cai zui
改圖	cai tu
改天	cai tian
改嫁	cai cia
改學	cai hyeh
改寫	cai sie
改建	cai cian
改弦易轍	cai hian i jeh
改悔	cai hui
改惡向善	cai e hiag xan
改成	cai txg
改掉	cai diau
改換	cai huan
改換門庭	cai huan mn tig
改換門閭	cai huan mn ly
改日	cai rh
改易	cai i
改朝	cai txau
改朝換代	cai txau huan dai
改期	cai ki
改業	cai gieh
改樣	cai iag
改款	cai kuan
改正	cai jg
改水	cai xui
改為	cai ui
改版	cai ban
改用	cai yg
改稱	cai txg
改稿	cai cau
改簽	cai kian
改組	cai zu
改編	cai bian
改良	cai liag
改良主義	cai liag ju gi
改行	cai hag
改裝	cai juag
改觀	cai cuan
改訂	cai dig
改訂伊犁條約	cai dig i li tiau ye
改譯	cai ih
改變	cai bian
改造	cai zau
改進	cai zin
改運	cai yn
改過	cai cue
改過自新	cai cue z sin
改道	cai dau
改選	cai syan
改邪歸正	cai hie cui jg
改錐	cai jui
改錯	cai tsue
改隸	cai li
改革	cai ceh
改革家	cai ceh cia
改革派	cai ceh pai
改革者	cai ceh je
改革開放	cai ceh kai fag
改頭換面	cai teu huan mian
攺	i\
攻	cug/
攻伐	cug fah
攻克	cug keh
攻入	cug ruh
攻其不備	cug ki bu bei
攻其無備	cug ki u bei
攻勢	cug x
攻占	cug jam
攻取	cug tsy
攻城	cug txg
攻城木	cug txg muh
攻城略地	cug txg lyeh di
攻堅	cug cian
攻堅克難	cug cian keh nan
攻心	cug sim
攻打	cug da
攻擊	cug cih
攻擊力	cug cih lih
攻擊型核潛艇	cug cih hig heh tsiam tig
攻擊機	cug cih ci
攻擊線	cug cih sian
攻滅	cug mieh
攻略	cug lyeh
攻砭	cug biam
攻破	cug pue
攻訐	cug cie
攻讀	cug duh
攻關	cug cuan
攻防	cug fag
攻陷	cug hiam
攼	han>
攽	ban/
放	fag>
放一馬	fag ih ma
放下	fag hia
放下包袱	fag hia bau fu
放下身段	fag hia xn duan
放不下	fag bu hia
放不下心	fag bu hia sim
放之四海而皆準	fag j s hai er cie jun
放任	fag rm
放任政策	fag rm jg tseh
放任自流	fag rm z liu
放低	fag di
放倒	fag dau
放假	fag cia
放債	fag jai
放克	fag keh
放入	fag ruh
放出	fag txu
放刁	fag diau
放告	fag cau
放哨	fag xau
放在心上	fag zai sim xag
放在眼裡	fag zai gian li
放大	fag da
放大倍數	fag da bei xu
放大器	fag da ki
放大炮	fag da pau
放大片	fag da pian
放大紙	fag da j
放大鏡	fag da cig
放學	fag hyeh
放寬	fag kuan
放射	fag xe
放射免疫測定	fag xe mian ih tseh dig
放射學	fag xe hyeh
放射性	fag xe sig
放射性同位素	fag xe sig tug ui su
放射性廢物	fag xe sig fei uh
放射性材料	fag xe sig tsai liau
放射性核素	fag xe sig heh su
放射性武器	fag xe sig u ki
放射性污染	fag xe sig u ram
放射性沾染	fag xe sig jam ram
放射性沾染物	fag xe sig jam ram uh
放射性活度	fag xe sig hueh du
放射性煙羽	fag xe sig ian y
放射性碘	fag xe sig dian
放射性落下灰	fag xe sig lueh hia hui
放射性衰變	fag xe sig xuai bian
放射治療	fag xe j liau
放射源	fag xe gyan
放射物	fag xe uh
放射病	fag xe big
放射療法	fag xe liau fah
放射線	fag xe sian
放射蟲	fag xe txug
放射防護	fag xe fag hu
放屁	fag pi
放屁蟲	fag pi txug
放山雞	fag xan ci
放工	fag cug
放平	fag pig
放得下	fag deh hia
放心	fag sim
放情	fag tsig
放情丘壑	fag tsig kiu heh
放慢	fag man
放慢腳步	fag man ciauh bu
放慢速度	fag man suh du
放手	fag xeu
放手一搏	fag xeu ih bue
放映	fag ig
放映室	fag ig xh
放晴	fag tsig
放暑假	fag xu cia
放松管制	fag sug cuan j
放棄	fag ki
放槍	fag tsiag
放權	fag kyan
放款	fag kuan
放毒	fag duh
放氣	fag ki
放水	fag xui
放水屁	fag xui pi
放浪	fag lag
放浪不羈	fag lag bu ci
放浪形骸	fag lag hig hai
放火	fag hue
放焰口	fag iam keu
放煙幕彈	fag ian muh dan
放熱反應	fag reh fan ig
放爆竹	fag bau juh
放牛班	fag niu ban
放牧	fag muh
放生	fag xg
放眼	fag gian
放眼望去	fag gian uag ky
放空	fag kug
放空擋	fag kug dag
放空炮	fag kug pau
放線	fag sian
放緩	fag huan
放縱	fag zug
放置	fag j
放羊	fag iag
放羊娃	fag iag ua
放聲	fag xg
放聲大哭	fag xg da kuh
放肆	fag s
放膽	fag dam
放著明白裝糊塗	fag je mig baih juag hu tu
放蕩	fag dag
放蕩不羈	fag dag bu ci
放血	fag hieh
放行	fag hig
放衛星	fag ui sig
放話	fag hua
放誕	fag dan
放誕不拘	fag dan bu cy
放誕不羈	fag dan bu ci
放貸	fag dai
放走	fag zeu
放送	fag sug
放逐	fag juh
放進	fag zin
放過	fag cue
放還	fag huan
放長線釣大魚	fag txag sian diau da gy
放閃	fag xam
放開	fag kai
放開手腳	fag kai xeu ciauh
放電	fag dian
放鞭炮	fag bian pau
放音	fag im
放風	fag fg
放飛	fag fei
放飛機	fag fei ci
放養	fag iag
放馬後炮	fag ma heu pau
放馬過來	fag ma cue lai
放鬆	fag sug
放鳥	fag niau
放鴿子	fag ceh z
政	jg>
政	tian>
政事	jg x
政令	jg lig
政務	jg u
政區	jg ky
政協	jg hieh
政和	jg he
政和縣	jg he hian
政圈	jg kyan
政壇	jg tan
政委	jg ui
政客	jg keh
政審	jg xm
政局	jg cyh
政工	jg cug
政府	jg fu
政府債券	jg fu jai kyan
政府大學院	jg fu da hyeh yan
政府官員	jg fu cuan yan
政府新聞處	jg fu sin un txu
政府機關	jg fu ci cuan
政府軍	jg fu cyn
政府首腦	jg fu xeu nau
政情	jg tsig
政改	jg cai
政教	jg ciau
政教合一	jg ciau heh ih
政教處	jg ciau txu
政敵	jg dih
政柄	jg big
政權	jg kyan
政權真空	jg kyan jn kug
政治	jg j
政治人物	jg j rn uh
政治化	jg j hua
政治史	jg j x
政治委員	jg j ui yan
政治學	jg j hyeh
政治家	jg j cia
政治局	jg j cyh
政治局面	jg j cyh mian
政治庇護	jg j bi hu
政治思想	jg j s siag
政治性	jg j sig
政治改革	jg j cai ceh
政治機構	jg j ci ceu
政治正確	jg j jg kyeh
政治氣候	jg j ki heu
政治犯	jg j fam
政治生活	jg j xg hueh
政治異議人士	jg j i gi rn x
政治立場	jg j lih txag
政治經濟學	jg j cig zi hyeh
政治舞台	jg j u tai
政治運動	jg j yn dug
政治避難	jg j bi nan
政治部	jg j bu
政治關係	jg j cuan hi
政治體制	jg j ti j
政法	jg fah
政法委	jg fah ui
政派	jg pai
政理	jg li
政界	jg cie
政策	jg tseh
政紀	jg ci
政經	jg cig
政綱	jg cag
政績	jg zih
政要	jg iau
政見	jg cian
政訓處	jg hyn txu
政論	jg lun
政變	jg bian
政通人和	jg tug rn he
政體	jg ti
政黨	jg dag
敁	diam/
敂	keu>
敃	min\
故	cu>
故世	cu x
故事	cu x
故事片	cu x pian
故事線	cu x sian
故云	cu yn
故交	cu ciau
故人	cu rn
故伎	cu ci
故伎重演	cu ci txug ian
故作	cu zue
故作姿態	cu zue z tai
故作深沉	cu zue xm txm
故作端莊	cu zue duan juag
故典	cu dian
故去	cu ky
故友	cu iu
故吏	cu li
故國	cu cueh
故園	cu yan
故土	cu tu
故地	cu di
故地重遊	cu di txug iu
故址	cu j
故城	cu txg
故城縣	cu txg hian
故墓	cu mu
故宅	cu jaih
故宮	cu cug
故宮博物院	cu cug bueh uh yan
故家	cu cia
故家子弟	cu cia z di
故居	cu cy
故弄玄虛	cu nug hyan hy
故意	cu i
故態復萌	cu tai fu mg
故我	cu gue
故業	cu gieh
故此	cu ts
故步自封	cu bu z fg
故殺	cu xa
故知	cu j
故稱	cu txg
故第	cu di
故紙堆	cu j dui
故而	cu er
故舊	cu ciu
故舊不棄	cu ciu bu ki
故訓	cu hyn
故跡	cu zih
故轍	cu jeh
故道	cu dau
故都	cu du
故鄉	cu hiag
故里	cu li
故障	cu jag
故障排除	cu jag pai txu
敆	he<
敆	ie<
敇	tx>
效	hiau>
效價	hiau cia
效價能	hiau cia ng
效力	hiau lih
效勞	hiau lau
效尤	hiau iu
效忠	hiau jug
效忠誓詞	hiau jug x ts
效應	hiau ig
效果	hiau cue
效果圖	hiau cue tu
效法	hiau fah
效犬馬之勞	hiau kyan ma j lau
效率	hiau ly
效用	hiau yg
效益	hiau ih
效能	hiau ng
效驗	hiau giam
敉	mi\
敉	xa/
敊	txuh>
敍	hy>
敎	ciau>
敏	min\
敏	sau>
敏感	min cam
敏感性	min cam sig
敏捷	min zieh
敏銳	min rui
救	ciu>
救世	ciu x
救世主	ciu x ju
救世軍	ciu x cyn
救主	ciu ju
救亡	ciu uag
救人一命勝造七級浮屠	ciu rn ih mig xg zau tsih cih fu tu
救兵	ciu big
救出	ciu txu
救助	ciu ju
救命	ciu mig
救命稻草	ciu mig dau tsau
救國	ciu cueh
救場	ciu txag
救場如救火	ciu txag ru ciu hue
救市	ciu x
救急	ciu cih
救急不救窮	ciu cih bu ciu kyg
救恩	ciu en
救恩計劃	ciu en ci huah
救援	ciu yan
救援隊	ciu yan dui
救撈局	ciu lau cyh
救星	ciu sig
救死扶傷	ciu s fu xag
救治	ciu j
救活	ciu hueh
救濟	ciu zi
救濟糧	ciu zi liag
救火	ciu hue
救災	ciu zai
救災救濟司	ciu zai ciu zi s
救災款	ciu zai kuan
救焚益薪	ciu fn ih sin
救生	ciu xg
救生員	ciu xg yan
救生圈	ciu xg kyan
救生筏	ciu xg fah
救生船	ciu xg txuan
救生艇	ciu xg tig
救生艇甲板	ciu xg tig ciah ban
救生衣	ciu xg i
救生隊	ciu xg dui
救磚	ciu juan
救護	ciu hu
救護人員	ciu hu rn yan
救護車	ciu hu txe
救贖	ciu xuh
救贖主	ciu xuh ju
救難	ciu nan
敓	due<
敓	hy>
敔	gy\
敕	txh>
敕令	txh lig
敕封	txh fg
敖	gau<
敖包	gau bau
敖廣	gau cuag
敖德薩	gau deh sah
敖漢	gau han
敖漢旗	gau han ki
敖貝得	gau bei deh
敖閏	gau run
敖順	gau xun
敗	bai>
敗不成軍	bai bu txg cyn
敗亡	bai uag
敗仗	bai jag
敗光	bai cuag
敗北	bai beih
敗壞	bai huai
敗子	bai z
敗子回頭	bai z hui teu
敗家	bai cia
敗家子	bai cia z
敗局	bai cyh
敗德	bai deh
敗戰	bai jan
敗柳殘花	bai liu tsan hua
敗毒	bai duh
敗火	bai hue
敗筆	bai bih
敗絮	bai hy
敗績	bai zih
敗胃	bai ui
敗興	bai hig
敗落	bai lueh
敗血症	bai hyeh jg
敗訴	bai su
敗走	bai zeu
敗退	bai tui
敗陣	bai jn
敗露	bai lu
敗類	bai lei
敘	sy>
敘事	sy x
敘事線	sy x sian
敘事詩	sy x x
敘利亞	sy li ia
敘利亞文	sy li ia un
敘功行賞	sy cug hig xag
敘拉古	sy lah cu
敘文	sy un
敘明	sy mig
敘永	sy yg
敘永縣	sy yg hian
敘舊	sy ciu
敘言	sy gian
敘談	sy tam
敘述	sy xuh
敘述性	sy xuh sig
教	ciau/
教	ciau>
教	ky<
教主	ciau ju
教儀	ciau gi
教具	ciau cy
教務	ciau u
教務室	ciau u xh
教務長	ciau u jag
教化	ciau hua
教區	ciau ky
教友	ciau iu
教友大會	ciau iu da hui
教友派	ciau iu pai
教員	ciau yan
教唆	ciau sue
教堂	ciau tag
教堂墓地	ciau tag mu di
教堂山	ciau tag xan
教壞	ciau huai
教士	ciau x
教子	ciau z
教學	ciau hyeh
教學大綱	ciau hyeh da cag
教學樓	ciau hyeh leu
教學機構	ciau hyeh ci ceu
教學法	ciau hyeh fah
教學相長	ciau hyeh siag jag
教學軟體	ciau hyeh ruan ti
教安	ciau an
教宗	ciau zug
教宗座駕	ciau zug zue cia
教官	ciau cuan
教室	ciau xh
教導	ciau dau
教師	ciau x
教師爺	ciau x ie
教師節	ciau x zieh
教廷	ciau tig
教廷大使	ciau tig da x
教徒	ciau tu
教授	ciau xeu
教改	ciau cai
教書	ciau xu
教書匠	ciau xu ziag
教會	ciau hui
教本	ciau bn
教材	ciau tsai
教案	ciau an
教條	ciau tiau
教條主義	ciau tiau ju gi
教權	ciau kyan
教母	ciau mu
教民	ciau min
教法	ciau fah
教派	ciau pai
教父	ciau fu
教理	ciau li
教皇	ciau huag
教眾	ciau jug
教研	ciau gian
教研室	ciau gian xh
教科文組織	ciau ke un zu j
教科書	ciau ke xu
教科書式	ciau ke xu xh
教程	ciau txg
教練	ciau lian
教練員	ciau lian yan
教練機	ciau lian ci
教義	ciau gi
教義和聖約	ciau gi he xg ye
教職員	ciau jh yan
教職員工	ciau jh yan cug
教職工	ciau jh cug
教育	ciau yh
教育委員會	ciau yh ui yan hui
教育學	ciau yh hyeh
教育家	ciau yh cia
教育工作者	ciau yh cug zue je
教育性	ciau yh sig
教育界	ciau yh cie
教育背景	ciau yh bei cig
教育部	ciau yh bu
教育部長	ciau yh bu jag
教育電視	ciau yh dian x
教規	ciau cui
教訓	ciau hyn
教誨	ciau hui
教課	ciau ke
教長	ciau jag
教鞭	ciau bian
教頭	ciau teu
教養	ciau iag
教齡	ciau lig
敜	nieh>
敝	bi>
敝屣	bi si
敝屣尊榮	bi si zun rug
敝帚千金	bi jeu tsian cim
敝帚自珍	bi jeu z jn
敞	txag\
敞亮	txag liag
敞口	txag keu
敞篷汽車	txag pg ki txe
敞篷車	txag pg txe
敞車	txag txe
敞開	txag kai
敞開兒	txag kai r
敢	cam\
敢	tig>
敢不從命	cam bu tsug mig
敢作敢為	cam zue cam ui
敢作敢當	cam zue cam dag
敢做敢當	cam zue cam dag
敢怒而不敢言	cam nu er bu cam gian
敢情	cam tsig
敢打敢衝	cam da cam txug
敢於	cam y
敢死隊	cam s dui
敢為	cam ui
敢為人先	cam ui rn sian
敢達	cam dah
散	san>
散	san\
散亂	san luan
散亡	san uag
散件	san cian
散伙	san hue
散伙飯	san hue fan
散佈	san bu
散佚	san ih
散光	san cuag
散兵	san big
散兵坑	san big kg
散兵遊勇	san big iu yg
散出	san txu
散列	san lie
散劑	san zi
散匪	san fei
散場	san txag
散失	san xh
散學	san hyeh
散客	san keh
散射	san xe
散居	san cy
散工	san cug
散席	san sih
散座	san zue
散座兒	san zue r
散彈	san dan
散彈槍	san dan tsiag
散心	san sim
散心解悶	san sim cie mn
散悶	san mn
散戲	san hi
散戶	san hu
散打	san da
散播	san bue
散攤子	san tan z
散文	san un
散文詩	san un x
散景	san cig
散曲	san kyh
散會	san hui
散束	san xuh
散板	san ban
散架	san cia
散步	san bu
散水	san xui
散沙	san xa
散漫	san man
散焦	san ziau
散熱	san reh
散熱器	san reh ki
散熱片	san reh pian
散熱膏	san reh cau
散發	san fah
散白	san baih
散盡	san zin
散碎	san sui
散粉	san fn
散職	san jh
散腿褲	san tui ku
散落	san lueh
散裝	san juag
散見	san cian
散記	san ci
散話	san hua
散誕	san dan
散逸	san ih
散逸層	san ih tsg
散錢	san tsian
散開	san kai
散養	san iag
散餌	san er
散體	san ti
散點圖	san diam tu
敤	ke\
敦	dun/
敦促	dun tsuh
敦倫	dun lun
敦刻爾克	dun keh er keh
敦化	dun hua
敦化市	dun hua x
敦厚	dun heu
敦煌	dun huag
敦煌市	dun huag x
敦煌石窟	dun huag xh kuh
敦睦	dun muh
敦豪快遞	dun hau kuai di
敦豪快遞公司	dun hau kuai di cug s
敧	ci/
敧	ki\
敪	due/
敪	due<
敫	ciau\
敬	cig>
敬上	cig xag
敬仰	cig giag
敬佩	cig pei
敬備	cig bei
敬告	cig cau
敬啟	cig ki
敬啟者	cig ki je
敬奉	cig fg
敬悉	cig sih
敬惜字紙	cig sih z j
敬意	cig i
敬愛	cig ai
敬拜	cig bai
敬服	cig fuh
敬業	cig gieh
敬業樂群	cig gieh le kyn
敬煙	cig ian
敬畏	cig ui
敬祝	cig ju
敬神	cig xn
敬禮	cig li
敬稱	cig txg
敬老	cig lau
敬老尊賢	cig lau zun hian
敬老席	cig lau sih
敬老院	cig lau yan
敬而遠之	cig er yan j
敬若神明	cig rue xn mig
敬茶	cig txa
敬虔	cig kian
敬詞	cig ts
敬語	cig gy
敬請	cig tsig
敬謝不敏	cig sie bu min
敬賀	cig he
敬賢禮士	cig hian li x
敬贈	cig zg
敬辭	cig ts
敬酒	cig ziu
敬酒不吃吃罰酒	cig ziu bu txh txh fah ziu
敬重	cig jug
敬鬼神而遠之	cig cui xn er yan j
敭	iag<
敯	min\
敱	ai<
敲	kiau/
敲中背	kiau jug bei
敲入	kiau ruh
敲喪鐘	kiau sag jug
敲大背	kiau da bei
敲定	kiau dig
敲小背	kiau siau bei
敲山震虎	kiau xan jn hu
敲打	kiau da
敲打鑼鼓	kiau da lue cu
敲擊	kiau cih
敲敲打打	kiau kiau da da
敲榨	kiau ja
敲碗	kiau uan
敲竹槓	kiau juh cag
敲背	kiau bei
敲詐	kiau ja
敲詐勒索	kiau ja leh sueh
敲詐罪	kiau ja zui
敲邊鼓	kiau bian cu
敲釘鑽腳	kiau dig zuan ciauh
敲鐘	kiau jug
敲鑼	kiau lue
敲鑼邊兒	kiau lue bian er
敲門	kiau mn
敲門磚	kiau mn juan
敲開	kiau kai
敲響	kiau hiag
敳	gai<
整	jg\
整併	jg big
整修	jg siu
整個	jg ce
整倍數	jg bei xu
整備	jg bei
整合	jg heh
整地	jg di
整型	jg hig
整域	jg yh
整夜	jg ie
整天	jg tian
整套	jg tau
整妝	jg juag
整容	jg rug
整密	jg mih
整年累月	jg nian lei gyeh
整建	jg cian
整形	jg hig
整形外科	jg hig guai ke
整形外科醫生	jg hig guai ke i xg
整改	jg cai
整整	jg jg
整整齊齊	jg jg tsi tsi
整數	jg xu
整數倍數	jg xu bei xu
整數集合	jg xu zih heh
整日	jg rh
整條	jg tiau
整治	jg j
整流	jg liu
整流器	jg liu ki
整潔	jg cieh
整理	jg li
整環	jg huan
整肅	jg suh
整脊學	jg zih hyeh
整裝	jg juag
整裝待發	jg juag dai fah
整訓	jg hyn
整除	jg txu
整除數	jg txu xu
整隊	jg dui
整頓	jg dun
整風	jg fg
整風運動	jg fg yn dug
整飭	jg txh
整體	jg ti
整體數位服務網路	jg ti xu ui fuh u uag lu
整體服務數位網路	jg ti fuh u xu ui uag lu
整點	jg diam
整齊	jg tsi
整齊劃一	jg tsi huah ih
敵	dih<
敵	liauh<
敵人	dih rn
敵佔區	dih jam ky
敵國	dih cueh
敵地	dih di
敵基督	dih ci duh
敵害	dih hai
敵將	dih ziag
敵對	dih dui
敵對性	dih dui sig
敵後	dih heu
敵情	dih tsig
敵意	dih i
敵愾	dih kai
敵我	dih gue
敵我矛盾	dih gue mau dun
敵手	dih xeu
敵探	dih tam
敵敵畏	dih dih ui
敵方	dih fag
敵機	dih ci
敵檔	dih dag
敵殺死	dih xa s
敵營	dih ig
敵特	dih teh
敵特份子	dih teh fn z
敵百蟲	dih baih txug
敵眾我寡	dih jug gue cua
敵臺	dih tai
敵視	dih x
敵軍	dih cyn
敵陣	dih jn
敶	jn>
敷	fu/
敷	hug>
敷布	fu bu
敷料	fu liau
敷湯藥	fu tag iauh
敷演	fu ian
敷粉	fu fn
敷衍	fu ian
敷衍了事	fu ian liau x
敷衍塞責	fu ian se zeh
敷裹	fu cue
敷設	fu xeh
敷貼	fu tieh
敷陳	fu txn
數	li\
數	xu>
數	xu\
數	xue>
數一數二	xu ih xu er
數不上	xu bu xag
數不勝數	xu bu xg xu
數不清	xu bu tsig
數不盡	xu bu zin
數不著	xu bu jau
數不過來	xu bu cue lai
數九	xu ciu
數九天	xu ciu tian
數九寒天	xu ciu han tian
數以億計	xu i ih ci
數以千計	xu i tsian ci
數以百計	xu i baih ci
數以萬計	xu i uan ci
數伏	xu fu
數位	xu ui
數位信號	xu ui sin hau
數位化	xu ui hua
數位網路	xu ui uag lu
數位貨幣	xu ui hue bi
數來寶	xu lai bau
數值	xu j
數值分析	xu j fn sih
數值解	xu j cie
數典忘祖	xu dian uag zu
數出	xu txu
數列	xu lie
數十億	xu xh ih
數周	xu jeu
數域	xu yh
數字	xu z
數字信號	xu z sin hau
數字分頻	xu z fn pin
數字化	xu z hua
數字命理學	xu z mig li hyeh
數字導覽設施	xu z dau lam xeh x
數字時鐘	xu z x jug
數字版權管理	xu z ban kyan cuan li
數字用戶線路	xu z yg hu sian lu
數字網	xu z uag
數字貨幣	xu z hue bi
數字通信	xu z tug sin
數字遊民	xu z iu min
數字鐘	xu z jug
數字電視	xu z dian x
數字電路	xu z dian lu
數學	xu hyeh
數學公式	xu hyeh cug xh
數學分析	xu hyeh fn sih
數學家	xu hyeh cia
數學模型	xu hyeh mue hig
數學物理	xu hyeh uh li
數學物理學	xu hyeh uh li hyeh
數小時	xu siau x
數年	xu nian
數得上	xu deh xag
數得著	xu deh jau
數念	xu niam
數控	xu kug
數控機床	xu kug ci txuag
數據	xu cy
數據介面	xu cy cie mian
數據傳輸	xu cy txuan xu
數據壓縮	xu cy iah sueh
數據庫	xu cy ku
數據庫軟件	xu cy ku ruan cian
數據手冊	xu cy xeu tseh
數據挖掘	xu cy ua cyeh
數據接口	xu cy zieh keu
數據機	xu cy ci
數據段	xu cy duan
數據流	xu cy liu
數據組	xu cy zu
數據結構	xu cy cieh ceu
數據網絡	xu cy uag lueh
數據總線	xu cy zug sian
數據處理	xu cy txu li
數據通信	xu cy tug sin
數據鏈路	xu cy lian lu
數據鏈路層	xu cy lian lu tsg
數據鏈路連接標識	xu cy lian lu lian zieh biau j
數據集	xu cy zih
數數	xu xu
數月	xu gyeh
數模	xu mue
數模轉換器	xu mue juan huan ki
數法	xu fah
數清	xu tsig
數獨	xu duh
數珠	xu ju
數珠念佛	xu ju niam fueh
數理	xu li
數理分析	xu li fn sih
數理化	xu li hua
數理統計	xu li tug ci
數理邏輯	xu li lue zih
數百	xu baih
數百萬	xu baih uan
數目	xu muh
數目字	xu muh z
數碼	xu ma
數碼化	xu ma hua
數碼掃描	xu ma sau miau
數碼沖印	xu ma txug in
數碼港	xu ma cag
數碼照相機	xu ma jau siag ci
數碼相機	xu ma siag ci
數碼貨幣	xu ma hue bi
數碼通	xu ma tug
數種	xu jug
數組	xu zu
數萬	xu uan
數落	xu lueh
數見不鮮	xue cian bu sian
數詞	xu ts
數論	xu lun
數軸	xu jeuh
數週	xu jeu
數量	xu liag
數量分析	xu liag fn sih
數量積	xu liag zi
數量級	xu liag cih
數量詞	xu liag ts
數額	xu geh
數黃道黑	xu huag dau heih
數黑論白	xu heih lun baih
數黑論黃	xu heih lun huag
數點	xu diam
敹	liau<
敺	hiag\
敺	ky/
敻	hyg>
敽	ciau\
敿	ciau\
斀	fuh/
斀	jueh<
斁	i>
斂	liam>
斂	liam\
斂巴	liam ba
斂步	liam bu
斂衽	liam rm
斂財	liam tsai
斂跡	liam zih
斂錢	liam tsian
斃	bi>
斃命	bi mig
斄	li<
斄	tai<
文	un<
文不加點	un bu cia diam
文不對題	un bu dui ti
文人	un rn
文人相輕	un rn siag kig
文以載道	un i zai dau
文件	un cian
文件大小	un cian da siau
文件夾	un cian ciah
文件服務器	un cian fuh u ki
文件格式	un cian ceh xh
文具	un cy
文具商	un cy xag
文具店	un cy diam
文創	un txuag
文創商品	un txuag xag pim
文創產業	un txuag txan gieh
文化	un hua
文化交流	un hua ciau liu
文化傳統	un hua txuan tug
文化史	un hua x
文化和旅遊部	un hua he ly iu bu
